-0.736,-0.016,-0.027,-0.054,0.008,0.142
-0.736,-0.016,-0.027,-0.054,0.008,0.142
-0.736,-0.016,-0.027,-0.054,0.008,0.142
-0.739,0.019,-0.086,-0.066,-0.070,0.095
-0.739,0.019,-0.086,-0.066,-0.070,0.095
-0.739,0.019,-0.086,-0.066,-0.070,0.095
-0.742,0.009,-0.079,-0.066,-0.062,0.108
-0.742,0.009,-0.079,-0.066,-0.062,0.108
-0.742,0.009,-0.079,-0.066,-0.062,0.108
-0.741,0.015,-0.087,-0.069,-0.070,0.099
-0.741,0.015,-0.087,-0.069,-0.070,0.099
-0.741,0.015,-0.087,-0.069,-0.070,0.099
-0.741,0.018,-0.080,-0.066,-0.061,0.094
-0.741,0.018,-0.080,-0.066,-0.061,0.094
-0.741,0.018,-0.080,-0.066,-0.061,0.094
-0.740,0.016,-0.088,-0.068,-0.070,0.093
-0.740,0.016,-0.088,-0.068,-0.070,0.093
-0.740,0.016,-0.088,-0.068,-0.070,0.093
-0.740,0.020,-0.086,-0.069,-0.067,0.085
-0.740,0.020,-0.086,-0.069,-0.067,0.085
-0.742,0.014,-0.081,-0.067,-0.060,0.090
-0.742,0.014,-0.081,-0.067,-0.060,0.090
-0.742,0.014,-0.081,-0.067,-0.060,0.090
-0.739,0.027,-0.092,-0.072,-0.074,0.068
-0.739,0.027,-0.092,-0.072,-0.074,0.068
-0.739,0.027,-0.092,-0.072,-0.074,0.068
-0.740,0.028,-0.081,-0.070,-0.060,0.060
-0.740,0.028,-0.081,-0.070,-0.060,0.060
-0.740,0.028,-0.081,-0.070,-0.060,0.060
-0.740,0.028,-0.081,-0.070,-0.060,0.060
-0.744,0.016,-0.080,-0.069,-0.058,0.071
-0.744,0.016,-0.080,-0.069,-0.058,0.071
-0.744,0.016,-0.080,-0.069,-0.058,0.071
-0.742,0.023,-0.080,-0.070,-0.057,0.055
-0.742,0.023,-0.080,-0.070,-0.057,0.055
-0.742,0.023,-0.080,-0.070,-0.057,0.055
-0.744,0.021,-0.082,-0.071,-0.059,0.051
-0.744,0.021,-0.082,-0.071,-0.059,0.051
-0.744,0.021,-0.082,-0.071,-0.059,0.051
-0.746,0.017,-0.084,-0.074,-0.062,0.048
-0.746,0.017,-0.084,-0.074,-0.062,0.048
-0.746,0.017,-0.084,-0.074,-0.062,0.048
-0.746,0.023,-0.080,-0.076,-0.057,0.035
-0.746,0.023,-0.080,-0.076,-0.057,0.035
-0.746,0.023,-0.080,-0.076,-0.057,0.035
-0.745,0.027,-0.085,-0.077,-0.063,0.021
-0.745,0.027,-0.085,-0.077,-0.063,0.021
-0.745,0.027,-0.085,-0.077,-0.063,0.021
-0.747,0.019,-0.085,-0.078,-0.064,0.022
-0.747,0.019,-0.085,-0.078,-0.064,0.022
-0.747,0.019,-0.085,-0.078,-0.064,0.022
-0.748,0.020,-0.079,-0.078,-0.056,0.013
-0.748,0.020,-0.079,-0.078,-0.056,0.013
-0.751,0.017,-0.084,-0.080,-0.063,0.007
-0.751,0.017,-0.084,-0.080,-0.063,0.007
-0.751,0.017,-0.084,-0.080,-0.063,0.007
-0.750,0.020,-0.082,-0.080,-0.061,-0.006
-0.750,0.020,-0.082,-0.080,-0.061,-0.006
-0.750,0.020,-0.082,-0.080,-0.061,-0.006
-0.751,0.022,-0.081,-0.080,-0.061,-0.018
-0.751,0.022,-0.081,-0.080,-0.061,-0.018
-0.753,0.020,-0.082,-0.079,-0.063,-0.025
-0.753,0.020,-0.082,-0.079,-0.063,-0.025
-0.753,0.015,-0.078,-0.078,-0.057,-0.024
-0.753,0.015,-0.078,-0.078,-0.057,-0.024
-0.754,0.019,-0.085,-0.080,-0.065,-0.039
-0.754,0.015,-0.075,-0.080,-0.052,-0.039
-0.754,0.015,-0.075,-0.080,-0.052,-0.039
-0.754,0.020,-0.083,-0.078,-0.063,-0.052
-0.754,0.021,-0.081,-0.078,-0.060,-0.059
-0.754,0.021,-0.081,-0.078,-0.060,-0.059
-0.757,0.016,-0.086,-0.076,-0.067,-0.058
-0.757,0.016,-0.086,-0.076,-0.067,-0.058
-0.754,0.027,-0.086,-0.075,-0.066,-0.080
-0.754,0.027,-0.086,-0.075,-0.066,-0.080
-0.759,0.008,-0.077,-0.075,-0.055,-0.060
-0.757,0.015,-0.078,-0.074,-0.057,-0.076
-0.757,0.015,-0.078,-0.074,-0.057,-0.076
-0.759,0.014,-0.083,-0.074,-0.063,-0.082
-0.759,0.014,-0.083,-0.074,-0.063,-0.082
-0.760,0.012,-0.081,-0.074,-0.060,-0.087
-0.760,0.012,-0.081,-0.074,-0.060,-0.087
-0.760,0.012,-0.081,-0.073,-0.060,-0.094
-0.763,0.001,-0.080,-0.072,-0.059,-0.087
-0.763,0.001,-0.080,-0.072,-0.059,-0.087
-0.761,0.013,-0.084,-0.072,-0.065,-0.110
-0.761,0.013,-0.084,-0.072,-0.065,-0.110
-0.765,-0.001,-0.083,-0.070,-0.064,-0.097
-0.765,-0.001,-0.083,-0.070,-0.064,-0.097
-0.764,0.007,-0.080,-0.070,-0.061,-0.117
-0.764,0.007,-0.080,-0.070,-0.061,-0.117
-0.763,0.015,-0.080,-0.069,-0.062,-0.135
-0.765,0.008,-0.080,-0.068,-0.062,-0.133
-0.765,0.008,-0.080,-0.068,-0.062,-0.133
-0.765,0.009,-0.083,-0.070,-0.067,-0.141
-0.765,0.009,-0.083,-0.070,-0.067,-0.141
-0.766,0.009,-0.086,-0.067,-0.072,-0.149
-0.766,0.009,-0.086,-0.067,-0.072,-0.149
-0.768,0.004,-0.084,-0.068,-0.070,-0.150
-0.768,0.004,-0.084,-0.068,-0.070,-0.150
-0.772,-0.010,-0.078,-0.068,-0.062,-0.141
-0.769,0.007,-0.083,-0.069,-0.069,-0.171
-0.769,0.007,-0.083,-0.069,-0.069,-0.171
-0.771,0.003,-0.085,-0.069,-0.073,-0.181
-0.771,0.003,-0.085,-0.069,-0.073,-0.181
-0.773,-0.002,-0.077,-0.068,-0.062,-0.182
-0.774,-0.006,-0.091,-0.068,-0.080,-0.183
-0.774,-0.006,-0.091,-0.068,-0.080,-0.183
-0.774,-0.008,-0.081,-0.069,-0.067,-0.188
-0.774,-0.008,-0.081,-0.069,-0.067,-0.188
-0.776,-0.005,-0.086,-0.068,-0.074,-0.199
-0.776,-0.005,-0.086,-0.068,-0.074,-0.199
-0.776,-0.006,-0.086,-0.067,-0.073,-0.207
-0.776,-0.006,-0.086,-0.067,-0.073,-0.207
-0.777,-0.006,-0.085,-0.066,-0.071,-0.214
-0.779,-0.009,-0.089,-0.065,-0.076,-0.226
-0.779,-0.009,-0.089,-0.065,-0.076,-0.226
-0.780,-0.012,-0.084,-0.069,-0.070,-0.230
-0.780,-0.012,-0.084,-0.069,-0.070,-0.230
-0.782,-0.018,-0.092,-0.066,-0.080,-0.231
-0.782,-0.013,-0.088,-0.067,-0.075,-0.246
-0.782,-0.013,-0.088,-0.067,-0.075,-0.246
-0.781,-0.001,-0.083,-0.070,-0.068,-0.267
-0.781,-0.001,-0.083,-0.070,-0.068,-0.267
-0.784,-0.024,-0.082,-0.068,-0.067,-0.249
-0.784,-0.024,-0.082,-0.068,-0.067,-0.249
-0.785,-0.016,-0.088,-0.067,-0.075,-0.266
-0.785,-0.016,-0.088,-0.067,-0.075,-0.266
-0.786,-0.017,-0.087,-0.069,-0.074,-0.272
-0.787,-0.014,-0.092,-0.067,-0.079,-0.284
-0.787,-0.014,-0.092,-0.067,-0.079,-0.284
-0.786,-0.006,-0.087,-0.070,-0.074,-0.311
