plat_to_world_x,plat_to_world_y,plat_to_world_z,plat_to_world_roll,plat_to_world_pitch,plat_to_world_yaw,nearest_ahrs_roll,nearest_ahrs_pitch,nearest_ahrs_yaw,ncorners_platform,ncorners_world
1.5809070351535945,-0.15026617468952422,0.41938963331553436,0.0594376630902,0.0175470906809,-0.157711652869,-0.0125663706144,0.0881391272257,-2.42251700177,4,16
1.5934552722444377,-0.0930413951564383,0.3321131832139931,0.0942756833833,-0.00757775483637,0.133472588004,-0.00837758040957,0.0841248699461,-2.40785623605,8,8
1.60452577533741,-0.10827416411936326,0.3401825308843952,0.0934205625051,0.124431836038,0.196989253059,-0.00453785605519,0.0815068760681,-2.39389360204,8,12
1.6279612248175919,-0.10397200101481875,0.3859308268932544,0.0659175590882,0.0395200976144,-0.111612699284,-0.0010471975512,0.0804596785169,-2.38062909972,8,16
1.6324813744331033,-0.08184088784130643,0.38032277794479896,0.0678092694899,0.0577671034859,-0.0787264003723,-0.000698131700798,0.0804596785169,-2.37958190217,8,16
1.6298366379275209,-0.09459305499765312,0.34855004767305753,0.0711356396838,0.044561753924,-0.0257707415221,0.00226892802759,0.0811578102177,-2.3666664657,8,16
1.6496127937743534,-0.10374859344668624,0.3044340603596723,0.0620847854566,0.0922474193201,-0.0613959711655,0.00698131700798,0.0849975345721,-2.3438026525,8,16
1.6300702655591497,-0.10137789689981398,0.36046511784126056,0.071230315968,0.0469493922189,-0.0700393730413,0.00715584993318,0.0851720674973,-2.34275545495,8,16
1.6424249239373578,-0.0978792242569862,0.3488759616037878,0.0649417965286,0.0726800072446,-0.0902222310179,0.00942477796077,0.0881391272257,-2.33036361726,8,16
1.6530569076006096,-0.038283454942425695,0.32188243474471046,0.0759016346846,0.0809563756004,-0.0405192717915,0.0123918376892,0.0933751149817,-2.30557994188,4,16
1.641987177820203,-0.10580186079082053,0.33358915696779673,0.0692109629156,0.0611608480253,-0.0559962888444,0.012217304764,0.0932005820565,-2.30662713944,8,16
1.6461566430201295,-0.06065634456384898,0.29884250294518966,0.0728042262063,0.0488205414107,-0.0173873637972,-0.00610865238198,0.103498024643,-2.11900424485,8,16
1.6376833472507624,-0.09466844351653465,0.2879087566989245,0.0739577339994,0.0205772823047,-0.0246002394077,-0.00645771823238,0.100880030765,-2.11830611315,8,16
1.6308094929062698,-0.10985144763549637,0.29574149815624196,0.0769407233754,-0.0103117782246,-0.0408373918317,-0.00645771823238,0.10070549784,-2.11813158022,8,16
1.63382435417319,-0.11226508389105343,0.3208004482972035,0.0780736293586,0.00699704208413,-0.03156904278,-0.00680678408278,0.0959931088597,-2.11690984974,8,16
1.6382121541139958,-0.10911388118776419,0.31113178660610835,0.0750091683948,0.018942669125,-0.0506921720033,-0.00593411945678,0.0912807198793,-2.11586265219,8,16
1.628781945501625,-0.10333942122945242,0.3398234638869606,0.0749316361774,0.00656849330136,-0.0305883404125,-0.00593411945678,0.0911061869541,-2.11586265219,8,16
1.637513598769666,-0.1068522295270818,0.3094260187168352,0.0690932252962,0.0217000839646,-0.0323373890517,-0.00279252680319,0.0851720674973,-2.11202292784,8,16
1.6422687539242176,-0.10571306951396987,0.28051194523172,0.0714366058233,0.0324740416823,-0.0310731536802,-0.00157079632679,0.0836012711705,-2.11010306566,8,16
1.636947844740809,-0.10971599301552529,0.3080922855068353,0.0728571549625,0.0171911948498,-0.0493752613121,-0.00157079632679,0.0834267382453,-2.10992853274,8,16
1.6503861926710621,-0.1129869203502473,0.30184268786526586,0.0725582241833,0.0460904915227,-0.0452149959378,-0.000349065850399,0.0818559419185,-2.10765960471,8,16
1.6324183478236507,-0.09908568848291982,0.3220923161200804,0.0754845995617,0.00933092675326,-0.030850020703,0.0013962634016,0.0794124809657,-2.10259814988,8,16
1.6521512684674526,-0.10246408005169172,0.2932848842643595,0.0728726042542,0.0506565776353,-0.0449761153683,0.000698131700798,0.0806342114421,-2.10504161083,8,16
1.6301916109849162,-0.10540326305053385,0.315765557334867,0.0702598913295,0.00839896842134,-0.0415992250079,0.00174532925199,0.0783652834145,-2.09980562307,8,16
1.6363421031297924,-0.11225199038090317,0.2954542020621976,0.0708002999746,0.0223611963088,-0.0327780009295,0.00209439510239,0.0771435529381,-2.0964894975,8,16
1.6426813097054105,-0.09752381544712133,0.27736171596748005,0.0691421442102,0.0309483175392,-0.0258305171506,0.00226892802759,0.0762708883122,-2.09422056947,8,16
1.6387795495187418,-0.10348397916246616,0.31206288768607143,0.0752317941653,0.023144874548,-0.0220262822234,0.00261799387799,0.075223690761,-2.09125350974,8,16
1.6308416432026471,-0.09105885495437813,0.32112087892069424,0.0752104316227,-0.00693348867631,-0.0278761704489,0.00261799387799,0.0741764932098,-2.08863551586,8,16
1.6579216055490793,-0.11145319372457838,0.2779053681485247,0.0708773145019,0.06851095755,-0.053432522087,0.00279252680319,0.0731292956586,-2.08636658783,8,16
1.6419133220690494,-0.10903446187847037,0.2919396667386464,0.0780091370527,0.0173038475858,-0.0488325518557,0.00296705972839,0.0720820981074,-2.08427219273,8,16
1.6406807000601487,-0.08800036997096952,0.29641495053573286,0.0731513003084,0.0087889396123,-0.0246683925936,0.00296705972839,0.0712094334814,-2.08235233055,8,16
1.6349231599360516,-0.10787007139601135,0.31227766092611187,0.0761811604642,0.00188095398639,-0.0269933282141,0.00296705972839,0.0701622359302,-2.08025793545,8,16
1.6469607868957843,-0.09263709402939808,0.2909624260759914,0.0748686745249,0.0362911656308,-0.033369443065,0.00296705972839,0.0694641042294,-2.07868713913,8,16
