-0.708,-0.105,-0.078,-0.069,-0.050,0.004
-0.708,-0.105,-0.078,-0.069,-0.050,0.004
-0.709,-0.105,-0.076,-0.067,-0.050,0.003
-0.709,-0.105,-0.076,-0.067,-0.050,0.003
-0.708,-0.114,-0.077,-0.068,-0.055,0.015
-0.708,-0.114,-0.077,-0.068,-0.055,0.015
-0.710,-0.112,-0.075,-0.067,-0.056,0.011
-0.710,-0.112,-0.075,-0.067,-0.056,0.011
-0.710,-0.107,-0.077,-0.067,-0.064,0.002
-0.711,-0.105,-0.076,-0.065,-0.066,-0.001
-0.711,-0.105,-0.076,-0.065,-0.066,-0.001
-0.710,-0.106,-0.078,-0.066,-0.073,-0.000
-0.710,-0.106,-0.078,-0.066,-0.073,-0.000
-0.712,-0.104,-0.075,-0.067,-0.074,-0.003
-0.712,-0.104,-0.075,-0.067,-0.074,-0.003
-0.711,-0.105,-0.074,-0.064,-0.076,-0.001
-0.711,-0.105,-0.074,-0.064,-0.076,-0.001
-0.711,-0.108,-0.079,-0.067,-0.085,0.006
-0.711,-0.108,-0.079,-0.067,-0.085,0.006
-0.710,-0.109,-0.076,-0.065,-0.083,0.009
-0.710,-0.109,-0.076,-0.065,-0.083,0.009
-0.710,-0.105,-0.077,-0.067,-0.085,0.007
-0.710,-0.105,-0.077,-0.067,-0.085,0.007
-0.710,-0.103,-0.079,-0.067,-0.089,0.005
-0.710,-0.103,-0.079,-0.067,-0.089,0.005
-0.709,-0.103,-0.075,-0.068,-0.082,0.006
-0.709,-0.103,-0.075,-0.068,-0.082,0.006
-0.710,-0.106,-0.074,-0.068,-0.079,0.009
-0.710,-0.106,-0.074,-0.068,-0.079,0.009
-0.710,-0.106,-0.077,-0.067,-0.080,0.008
-0.710,-0.106,-0.077,-0.067,-0.080,0.008
-0.710,-0.109,-0.072,-0.067,-0.068,0.010
-0.710,-0.109,-0.072,-0.067,-0.068,0.010
-0.711,-0.106,-0.076,-0.066,-0.071,0.005
-0.711,-0.106,-0.076,-0.066,-0.071,0.005
-0.711,-0.105,-0.075,-0.064,-0.067,0.003
-0.711,-0.106,-0.077,-0.065,-0.067,0.005
-0.711,-0.106,-0.077,-0.065,-0.067,0.005
-0.710,-0.105,-0.074,-0.065,-0.059,0.003
-0.710,-0.105,-0.074,-0.065,-0.059,0.003
-0.710,-0.106,-0.073,-0.065,-0.055,0.006
-0.710,-0.106,-0.073,-0.065,-0.055,0.006
-0.710,-0.101,-0.076,-0.065,-0.058,0.000
-0.709,-0.106,-0.075,-0.065,-0.054,0.007
-0.709,-0.106,-0.075,-0.065,-0.054,0.007
-0.708,-0.103,-0.073,-0.067,-0.049,0.004
-0.708,-0.103,-0.073,-0.067,-0.049,0.004
