1500.0,1440.47217864,1500.0,1500.0,1550.70363249,1500.0,1520.42941932,1465.74639181,1500,1500,1500,1500
1500.0,1445.65731904,1500.0,1500.0,1544.46705187,1500.0,1465.81643682,1469.30793408,1500,1500,1500,1500
1500.0,1448.39438311,1500.0,1500.0,1541.06353591,1500.0,1463.40102623,1521.05689279,1500,1500,1500,1500
1500.0,1450.33097179,1500.0,1500.0,1542.60021997,1500.0,1465.8195215,1522.11167026,1500,1500,1500,1500
1500.0,1451.64617414,1500.0,1500.0,1544.55625103,1500.0,1467.96829664,1523.23412853,1500,1500,1500,1500
1500.0,1451.67753928,1500.0,1500.0,1545.74944281,1500.0,1468.69430798,1523.73267412,1500,1500,1500,1500
1500.0,1451.24071954,1500.0,1500.0,1546.98945498,1500.0,1468.87964462,1524.3505299,1500,1500,1500,1500
1500.0,1451.59950263,1500.0,1500.0,1546.98945498,1500.0,1468.87964462,1524.70931298,1500,1500,1500,1500
1500.0,1455.48309054,1500.0,1500.0,1543.7088104,1500.0,1469.23827481,1524.95362613,1500,1500,1500,1500
1500.0,1458.53179747,1500.0,1500.0,1540.86315034,1500.0,1469.20494606,1525.19000176,1500,1500,1500,1500
1500.0,1458.60628093,1500.0,1500.0,1540.86315034,1500.0,1469.20494606,1525.26448522,1500,1500,1500,1500
1500.0,1457.06223294,1500.0,1500.0,1543.46800771,1500.0,1521.17738564,1524.35285501,1500,1500,1500,1500
1500.0,1454.03776391,1500.0,1500.0,1545.5402768,1500.0,1521.88407983,1522.69396089,1500,1500,1500,1500
1500.0,1452.99459483,1500.0,1500.0,1545.45399661,1500.0,1522.29288413,1521.15570731,1500,1500,1500,1500
1500.0,1450.66045822,1500.0,1500.0,1545.4977729,1500.0,1521.69297599,1469.46525513,1500,1500,1500,1500
1500.0,1450.26016878,1500.0,1500.0,1541.81934407,1500.0,1466.2703827,1520.80913016,1500,1500,1500,1500
1500.0,1447.2288214,1500.0,1500.0,1540.82016458,1500.0,1463.24758311,1469.80140286,1500,1500,1500,1500
1500.0,1448.7979932,1500.0,1500.0,1544.03050442,1500.0,1469.48802353,1468.34047409,1500,1500,1500,1500
1500.0,1450.8019807,1500.0,1500.0,1545.89011996,1500.0,1523.59334623,1468.09875444,1500,1500,1500,1500
1500.0,1450.26691283,1500.0,1500.0,1546.15355089,1500.0,1524.99180436,1466.42865936,1500,1500,1500,1500
1500.0,1449.69502044,1500.0,1500.0,1545.59606015,1500.0,1524.39295045,1465.89813015,1500,1500,1500,1500
1500.0,1451.26453316,1500.0,1500.0,1538.71401453,1500.0,1467.62852489,1467.3500228,1500,1500,1500,1500
1500.0,1450.69928253,1500.0,1500.0,1535.00762111,1500.0,1463.57570122,1467.13120241,1500,1500,1500,1500
1500.0,1451.83354583,1500.0,1500.0,1537.28444576,1500.0,1465.67120946,1468.44678214,1500,1500,1500,1500
1500.0,1454.91883576,1500.0,1500.0,1538.73178461,1500.0,1468.5764867,1520.07413367,1500,1500,1500,1500
1500.0,1457.90950722,1500.0,1500.0,1537.8095492,1500.0,1468.99493006,1521.72412637,1500,1500,1500,1500
1500.0,1459.02835465,1500.0,1500.0,1538.08767011,1500.0,1469.52068674,1522.59533802,1500,1500,1500,1500
1500.0,1459.72026378,1500.0,1500.0,1538.69249102,1500.0,1469.83200914,1523.58074566,1500,1500,1500,1500
1500.0,1461.57016319,1500.0,1500.0,1535.97901241,1500.0,1467.70588887,1524.84328673,1500,1500,1500,1500
1500.0,1457.99939611,1500.0,1500.0,1541.41059084,1500.0,1469.61029886,1524.79968809,1500,1500,1500,1500
1500.0,1454.76809095,1500.0,1500.0,1546.94074536,1500.0,1521.51200656,1525.19682974,1500,1500,1500,1500
1500.0,1463.47284446,1500.0,1500.0,1535.70162848,1500.0,1466.69402003,1527.48045291,1500,1500,1500,1500
1500.0,1469.54313421,1500.0,1500.0,1527.22898952,1500.0,1463.80627369,1527.96585004,1500,1500,1500,1500
1500.0,1466.14030383,1500.0,1500.0,1539.08067665,1500.0,1525.13405703,1525.08692345,1500,1500,1500,1500
1500.0,1464.73968741,1500.0,1500.0,1546.89030397,1500.0,1531.7498275,1524.88016388,1500,1500,1500,1500
1500.0,1464.99151149,1500.0,1500.0,1537.78790246,1500.0,1521.82678025,1525.9526337,1500,1500,1500,1500
1500.0,1461.72723435,1500.0,1500.0,1531.95839197,1500.0,1464.62706283,1524.05856349,1500,1500,1500,1500
1500.0,1457.84627553,1500.0,1500.0,1537.48003437,1500.0,1468.02780135,1522.29850855,1500,1500,1500,1500
1500.0,1454.54405929,1500.0,1500.0,1542.75747994,1500.0,1521.00191282,1521.29962641,1500,1500,1500,1500
1500.0,1458.77270513,1500.0,1500.0,1538.13880171,1500.0,1520.41300523,1521.49850161,1500,1500,1500,1500
1500.0,1460.61010102,1500.0,1500.0,1534.83658726,1500.0,1469.88824951,1520.55843876,1500,1500,1500,1500
1500.0,1457.13189879,1500.0,1500.0,1541.03302514,1500.0,1524.83091133,1468.3340126,1500,1500,1500,1500
1500.0,1454.93563046,1500.0,1500.0,1545.28451219,1500.0,1527.52031751,1467.69982514,1500,1500,1500,1500
1500.0,1457.25564204,1500.0,1500.0,1539.20544489,1500.0,1524.04573837,1467.41534856,1500,1500,1500,1500
1500.0,1458.66711978,1500.0,1500.0,1534.11027625,1500.0,1520.96814661,1466.80924942,1500,1500,1500,1500
1500.0,1456.70351261,1500.0,1500.0,1537.29783593,1500.0,1523.30068533,1465.70066321,1500,1500,1500,1500
1500.0,1456.19907386,1500.0,1500.0,1539.9812137,1500.0,1524.6807962,1466.49949136,1500,1500,1500,1500
1500.0,1461.69817332,1500.0,1500.0,1530.70433145,1500.0,1466.77143337,1520.63107139,1500,1500,1500,1500
1500.0,1463.99550798,1500.0,1500.0,1525.78393145,1500.0,1462.58760821,1522.19183122,1500,1500,1500,1500
1500.0,1461.63237117,1500.0,1500.0,1535.61947174,1500.0,1521.12814105,1521.12370186,1500,1500,1500,1500
1500.0,1462.78191481,1500.0,1500.0,1537.13942839,1500.0,1522.31688178,1522.60446142,1500,1500,1500,1500
1500.0,1464.52984188,1500.0,1500.0,1532.76744471,1500.0,1468.84789971,1523.44938688,1500,1500,1500,1500
