x,y,z,roll,pitch,yaw
-2.29329973367,-1.51547983704,-0.0193346468981,0.0194175738151,-0.210058130185,1.02419709593
-2.29329973367,-1.51547983704,-0.0193346468981,0.0194175738151,-0.210058130185,1.02419709593
-2.29329973367,-1.51547983704,-0.0193346468981,0.0194175738151,-0.210058130185,1.02419709593
-2.33379906524,-1.45456251933,-0.0146904680929,0.0165128664866,-0.208175975043,0.989200068539
-2.33379906524,-1.45456251933,-0.0146904680929,0.0165128664866,-0.208175975043,0.989200068539
-2.32101155491,-1.45787118657,-0.0207535413672,0.0127330857472,-0.20909327009,0.985602167858
-2.32101155491,-1.45787118657,-0.0207535413672,0.0127330857472,-0.20909327009,0.985602167858
-2.32101155491,-1.45787118657,-0.0207535413672,0.0127330857472,-0.20909327009,0.985602167858
-2.32101155491,-1.45787118657,-0.0207535413672,0.0127330857472,-0.20909327009,0.985602167858
-2.2438481859,-1.52887669106,0.0163106139098,0.0244900445021,-0.199630538102,1.00636218922
-2.2438481859,-1.52887669106,0.0163106139098,0.0244900445021,-0.199630538102,1.00636218922
-2.2438481859,-1.52887669106,0.0163106139098,0.0244900445021,-0.199630538102,1.00636218922
-2.28850456848,-1.46990470453,-0.0678836009985,-0.0107651284724,-0.218891596125,0.979238049554
-2.28850456848,-1.46990470453,-0.0678836009985,-0.0107651284724,-0.218891596125,0.979238049554
-2.28850456848,-1.46990470453,-0.0678836009985,-0.0107651284724,-0.218891596125,0.979238049554
-2.29619382693,-1.4319547422,-7.70967694072e-05,0.0105638337825,-0.201022598111,0.952795459764
-2.29619382693,-1.4319547422,-7.70967694072e-05,0.0105638337825,-0.201022598111,0.952795459764
-2.29619382693,-1.4319547422,-7.70967694072e-05,0.0105638337825,-0.201022598111,0.952795459764
-2.27248768822,-1.44921952629,0.0124607230722,0.0143286312651,-0.198400032549,0.953649621726
-2.27248768822,-1.44921952629,0.0124607230722,0.0143286312651,-0.198400032549,0.953649621726
-2.293569549,-1.42159662425,-0.039292256264,-0.00620490906529,-0.212118789375,0.938466881554
-2.293569549,-1.42159662425,-0.039292256264,-0.00620490906529,-0.212118789375,0.938466881554
-2.27677450778,-1.42713182692,0.0160355222219,0.00866546435548,-0.196662904525,0.933576074803
-2.27677450778,-1.42713182692,0.0160355222219,0.00866546435548,-0.196662904525,0.933576074803
-2.27677450778,-1.42713182692,0.0160355222219,0.00866546435548,-0.196662904525,0.933576074803
-2.2848109909,-1.4034242842,-0.00454427727157,0.0013947627762,-0.203470666997,0.918809933722
-2.2848109909,-1.4034242842,-0.00454427727157,0.0013947627762,-0.203470666997,0.918809933722
-2.2848109909,-1.4034242842,-0.00454427727157,0.0013947627762,-0.203470666997,0.918809933722
-2.28782123713,-1.39407975327,-0.00371794363732,-0.0030927496471,-0.202715006741,0.909589345839
-2.28782123713,-1.39407975327,-0.00371794363732,-0.0030927496471,-0.202715006741,0.909589345839
-2.26648488287,-1.41423926918,-0.00579517842546,-0.00503267105494,-0.204664511355,0.912519157609
