x,y,z,roll,pitch,yaw
1.6443818204358163,-0.05598854234011188,0.3010595637529797,0.0747901487628,0.0129285622764,-0.0167816562048
1.6453715626976968,-0.09962997245211662,0.33165469688749327,0.0734550561299,0.0217565084599,-0.0529669252258
1.6248364919998723,-0.09179342590199391,0.3572770151198874,0.0781822771516,-0.02764599443,-0.0306594261111
1.637829777408476,-0.08854469401327622,0.33383879412491,0.0746604767645,0.000723572066038,-0.0427709727716
1.6330727483326024,-0.09517991179947025,0.3509594400282572,0.0763080115194,-0.00455085454759,-0.0453953268199
1.6360736145256196,-0.09503505296339579,0.3362065439209221,0.0744472800133,-0.000101847069468,-0.0532333107142
1.6322066740193255,-0.09426548612489943,0.34383462574490464,0.0737091166885,-0.00600546744539,-0.0381059608982
1.6336893737291922,-0.11095923503786545,0.3436128263815352,0.0751600870728,-0.00765439564561,-0.0464371366621
1.6355579076874625,-0.08434167529846699,0.3311823636614162,0.0748986904819,-0.000291283476633,-0.0369672932645
1.6275312188477826,-0.09339336484213445,0.3456950524992206,0.0745634677637,-0.0106040494921,-0.0435181587359
1.6192876591036853,-0.07996046908641222,0.34989160449076734,0.0754724657755,-0.037318285769,-0.0212933156436
1.6302298084646403,-0.08966634581349921,0.35907350631784335,0.0762797809392,-0.00466342080805,-0.0392059383706
1.6306477462635178,-0.09521578022613572,0.3500883509842005,0.0765838217588,-0.0127634745664,-0.0403116545014
1.6403527831548272,-0.09982617515773817,0.34548752936834404,0.0757569035329,0.0392880493705,-0.0343536189999
1.6164412751819346,-0.09877409599609935,0.35101748768366087,0.0742211907493,-0.0428692657921,-0.0578221317001
1.6395852867058667,-0.08215202843708776,0.3223777065174778,0.0757849932236,0.0176349378931,-0.0242283013821
1.630311431808053,-0.09718201221234764,0.333221666165205,0.0725912715978,-0.0269663752623,-0.0392469377868
1.6308144990311244,-0.08994833204672892,0.3403511951049923,0.0760287285829,-0.00797854687628,-0.0275980221467
1.6330555718586865,-0.08776558222629893,0.34983320512088817,0.0755097275616,-0.00423114740469,-0.0317369993117
1.6345702233630763,-0.0918885430815991,0.3524797315195825,0.0769910503563,0.00547733788872,-0.0349498226129
1.6345397911748372,-0.08645352675066652,0.32894983517469856,0.074328926138,0.00383939048622,-0.0324632375865
1.622546031541316,-0.10263309552295583,0.3494892266175635,0.0770900130604,-0.0297384306744,-0.0515514851824
1.6324281123384417,-0.10955006629036534,0.3386959387922394,0.0742006924652,-0.00564112823312,-0.0409504571901
1.6236743498756465,-0.1005373385298421,0.34688725372771934,0.0755807016058,-0.0244873043284,-0.0336009705512
1.6237742959139274,-0.11365412940362865,0.34367291301894587,0.0760737356966,-0.0221985330565,-0.0295622667323
1.6390527654567852,-0.1117415630178906,0.33213594113002726,0.0747723248728,0.00035235638029,-0.0504528642511
1.617882433934156,-0.10470009087507919,0.35141433583629794,0.0757443336139,-0.030865978377,-0.0502259153794
1.6283731844806415,-0.10053197311931804,0.34427441040617257,0.0736089173111,-0.0112096454005,-0.0501380054474
1.6255585482056336,-0.08910736398188987,0.3415110742872321,0.0772946591062,-0.0235212149183,-0.0315594912609
1.63505873846386,-0.1030274055149835,0.3456937528963814,0.076043122005,0.00914782239655,-0.0443871052544
1.6374143159344374,-0.10246355886341439,0.32861860812633953,0.0766823992622,0.000863575600983,-0.0386395820844
1.6437339072713677,-0.06551289544320438,0.31174143060256526,0.0760458052924,0.00976758815194,-0.0247390136882
1.6519754311489574,-0.07033402889989758,0.30150965860377715,0.0740524300295,0.0343237992012,-0.026780057161
1.6450206612621499,-0.08210458405470686,0.31625506638832507,0.0730332130175,0.0263793482,-0.0264766385959
1.6399777501460588,-0.09955124604447867,0.32988139145906625,0.0736163721557,0.000393302839692,-0.0386849109288
1.6374166152521548,-0.08913259493632479,0.31928318868594247,0.0743636337795,-0.00629257075218,-0.0252698059462
1.6443720884964046,-0.07253915006265042,0.3010056176964496,0.0721715269825,0.0073744808704,-0.0314803210806
1.635980721291024,-0.09276690867628246,0.35253955879385823,0.0766428126658,-0.00722743479799,-0.0425307232375
1.628167543112604,-0.1010915825601148,0.3576526566034992,0.0757890538228,-0.00898350333106,-0.0407468435139
1.63013614694935,-0.10021313747842552,0.3400630560935787,0.0751666934742,-0.0200903404434,-0.0375910025593
1.6297456507336734,-0.08810879365294422,0.34372998429275353,0.0762485676585,-0.0247768010965,-0.0335822434865
1.6443403777671541,-0.09652968060321394,0.339831981390562,0.0748324877462,0.0298870596724,-0.0538832517881
1.632224756258974,-0.10295331368544394,0.3395368172855519,0.0745792827994,-0.0151577345936,-0.0418079521238
1.6277389671765539,-0.09926688697530064,0.34703849648939383,0.0746816851358,-0.00499515265825,-0.02643000367
1.6252466687889675,-0.10001725427555436,0.3515534521469785,0.0743446870785,-0.0211925044236,-0.0312522486892
1.627765804126382,-0.10275137972549486,0.3466267813568538,0.0772420763969,-0.00736613401353,-0.0312211688861
1.633556418054352,-0.09771747699456007,0.3469165777995661,0.0743907543877,-0.00347729056735,-0.0381152759965
1.6328597904212434,-0.09878348535330805,0.34849173207210704,0.0749191393747,-0.000235941803649,-0.0424064362775
